qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g1.t1	tr|A0A3B5Z1H2|A0A3B5Z1H2_WHEAT	27.941	68	38	3	75	142	11	67	0.28	36.6	A0A3B5Z1H2	A0A3B5Z1H2_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase BRCA1 {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_008161 {ECO:0000313|EMBL:KAF6991031.1}']}]	['DNA damage', 'DNA repair', 'Metal-binding', 'Nucleus', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g1.t1	tr|A0A3B6GVI2|A0A3B6GVI2_WHEAT	36.957	46	26	2	80	125	383	425	0.28	36.2	A0A3B6GVI2	A0A3B6GVI2_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_047878 {ECO:0000313|EMBL:KAF7037521.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6BYR4|A0A3B6BYR4_WHEAT	30.303	66	42	2	59	124	35	96	0.29	34.7	A0A3B6BYR4	A0A3B6BYR4_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_021267 {ECO:0000313|EMBL:KAF7006210.1}']}]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B5XWV5|A0A3B5XWV5_WHEAT	30.508	59	38	2	79	137	426	481	0.29	36.2	A0A3B5XWV5	A0A3B5XWV5_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B5Y334|A0A3B5Y334_WHEAT	40.426	47	24	3	79	124	119	162	0.29	35.4	A0A3B5Y334	A0A3B5Y334_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6FHP8|A0A3B6FHP8_WHEAT	35.417	48	28	2	79	126	334	378	0.29	36.2	A0A3B6FHP8	A0A3B6FHP8_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_040325 {ECO:0000313|EMBL:KAF7028390.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6SKB2|A0A3B6SKB2_WHEAT	24.424	217	124	9	245	444	529	722	0.29	36.6	A0A3B6SKB2	A0A3B6SKB2_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_105489 {ECO:0000313|EMBL:KAF7104599.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6MLR3|A0A3B6MLR3_WHEAT	40.426	47	23	3	80	125	225	267	0.30	35.8	A0A3B6MLR3	A0A3B6MLR3_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_076236 {ECO:0000313|EMBL:KAF7070765.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B5Z0Z2|A0A3B5Z0Z2_WHEAT	29.577	71	47	2	55	125	57	124	0.30	34.3	A0A3B5Z0Z2	A0A3B5Z0Z2_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_008005 {ECO:0000313|EMBL:KAF6990856.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6PFS2|A0A3B6PFS2_WHEAT	30.667	75	44	1	233	299	442	516	0.31	36.2	A0A3B6PFS2	A0A3B6PFS2_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_085705 {ECO:0000313|EMBL:KAF7081799.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6PFS2|A0A3B6PFS2_WHEAT	20.390	461	270	16	222	639	1	407	0.88	34.7	A0A3B6PFS2	A0A3B6PFS2_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_085705 {ECO:0000313|EMBL:KAF7081799.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B5YU64|A0A3B5YU64_WHEAT	30.508	59	38	2	79	137	346	401	0.31	36.2	A0A3B5YU64	A0A3B5YU64_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_006069 {ECO:0000313|EMBL:KAF6988552.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6RFD7|A0A3B6RFD7_WHEAT	39.130	46	24	3	80	124	189	231	0.31	35.8	A0A3B6RFD7	A0A3B6RFD7_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_097757 {ECO:0000313|EMBL:KAF7095639.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6RQ84|A0A3B6RQ84_WHEAT	33.333	45	28	2	80	124	61	103	0.31	34.7	A0A3B6RQ84	A0A3B6RQ84_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_099704 {ECO:0000313|EMBL:KAF7097925.1}']}]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6A048|A0A3B6A048_WHEAT	27.941	68	38	3	75	142	11	67	0.31	36.6	A0A3B6A048	A0A3B6A048_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase BRCA1 {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[]	['DNA damage', 'DNA repair', 'Metal-binding', 'Nucleus', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g1.t1	tr|A0A3B6B1R8|A0A3B6B1R8_WHEAT	35.556	45	26	2	80	124	676	717	0.32	36.2	A0A3B6B1R8	A0A3B6B1R8_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018206 {ECO:0000313|EMBL:KAF7002769.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6RGM6|A0A3B6RGM6_WHEAT	38.095	42	25	1	84	125	115	155	0.33	35.0	A0A3B6RGM6	A0A3B6RGM6_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_098046 {ECO:0000313|EMBL:KAF7096034.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.']
AUGUSTUS_g1.t1	tr|A0A3B6TJB6|A0A3B6TJB6_WHEAT	39.130	46	24	3	80	124	189	231	0.33	35.4	A0A3B6TJB6	A0A3B6TJB6_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6TTY1|A0A3B6TTY1_WHEAT	39.130	46	26	2	80	125	116	159	0.33	35.4	A0A3B6TTY1	A0A3B6TTY1_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_112057 {ECO:0000313|EMBL:KAF7112121.1}', 'CFC21_112065 {ECO:0000313|EMBL:KAF7112129.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6TZZ0|A0A3B6TZZ0_WHEAT	32.308	65	42	2	69	133	109	171	0.34	35.4	A0A3B6TZZ0	A0A3B6TZZ0_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_112064 {ECO:0000313|EMBL:KAF7112128.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|W5D6U1|W5D6U1_WHEAT	36.957	46	26	2	80	125	373	415	0.34	36.2	W5D6U1	W5D6U1_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_041982 {ECO:0000313|EMBL:KAF7030444.1}', 'TRAES_3BF009800020CFD_c1 {ECO:0000313|EMBL:CDM83927.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6EC36|A0A3B6EC36_WHEAT	35.417	48	28	2	79	126	334	378	0.34	36.2	A0A3B6EC36	A0A3B6EC36_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_034471 {ECO:0000313|EMBL:KAF7021530.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6SGE6|A0A3B6SGE6_WHEAT	39.130	46	24	3	80	124	189	231	0.34	35.4	A0A3B6SGE6	A0A3B6SGE6_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_102740 {ECO:0000313|EMBL:KAF7101390.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6NN92|A0A3B6NN92_WHEAT	37.500	48	26	3	80	126	138	182	0.34	36.2	A0A3B6NN92	A0A3B6NN92_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_082623 {ECO:0000313|EMBL:KAF7078147.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6MTC5|A0A3B6MTC5_WHEAT	31.707	82	43	5	80	155	126	200	0.34	35.8	A0A3B6MTC5	A0A3B6MTC5_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_078007 {ECO:0000313|EMBL:KAF7072942.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6TKA7|A0A3B6TKA7_WHEAT	38.095	42	25	1	84	125	115	155	0.35	35.0	A0A3B6TKA7	A0A3B6TKA7_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_109401 {ECO:0000313|EMBL:KAF7109090.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.']
AUGUSTUS_g1.t1	tr|A0A3B6SKV4|A0A3B6SKV4_WHEAT	38.095	42	25	1	84	125	115	155	0.35	35.0	A0A3B6SKV4	A0A3B6SKV4_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_102914 {ECO:0000313|EMBL:KAF7101649.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.']
AUGUSTUS_g1.t1	tr|A0A077RUE8|A0A077RUE8_WHEAT	29.231	65	42	2	72	136	97	157	0.35	35.0	A0A077RUE8	A0A077RUE8_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_041042 {ECO:0000313|EMBL:KAF7029241.1}', 'TRAES_3BF030400010CFD_c1 {ECO:0000313|EMBL:CDM80745.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6GQ35|A0A3B6GQ35_WHEAT	29.231	65	42	3	62	126	107	167	0.37	35.4	A0A3B6GQ35	A0A3B6GQ35_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_046595 {ECO:0000313|EMBL:KAF7035801.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6ETL3|A0A3B6ETL3_WHEAT	35.714	56	35	1	74	129	201	255	0.37	35.8	A0A3B6ETL3	A0A3B6ETL3_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_037901 {ECO:0000313|EMBL:KAF7025744.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|W5C6U9|W5C6U9_WHEAT	37.097	62	28	4	75	135	83	134	0.37	35.0	W5C6U9	W5C6U9_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CAMPLR22A2D_LOCUS1452 {ECO:0000313|EMBL:SPT16852.1}', 'CFC21_028618 {ECO:0000313|EMBL:KAF7014640.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A3B5ZS87|A0A3B5ZS87_WHEAT	41.860	43	23	2	83	125	131	171	0.37	35.0	A0A3B5ZS87	A0A3B5ZS87_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_010807 {ECO:0000313|EMBL:KAF6994013.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6KMZ5|A0A3B6KMZ5_WHEAT	34.426	61	37	3	80	139	88	146	0.38	35.4	A0A3B6KMZ5	A0A3B6KMZ5_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_067743 {ECO:0000313|EMBL:KAF7061011.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6TH19|A0A3B6TH19_WHEAT	29.630	81	47	4	71	148	149	222	0.38	36.2	A0A3B6TH19	A0A3B6TH19_WHEAT	RecName: Full=Cellulose synthase-like protein D2 {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_106640 {ECO:0000313|EMBL:KAF7105868.1}']}]	['Cell wall biogenesis/degradation', 'Glycosyltransferase', 'Membrane', 'Reference proteome', 'Transferase', 'Transmembrane', 'Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,', 'ECO:0000256|SAM:Phobius}']	['SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004127}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004127}.']
AUGUSTUS_g1.t1	tr|A0A3B6SVF3|A0A3B6SVF3_WHEAT	39.130	46	26	2	80	125	115	158	0.38	35.0	A0A3B6SVF3	A0A3B6SVF3_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_106075 {ECO:0000313|EMBL:KAF7105243.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6A2U7|A0A3B6A2U7_WHEAT	34.783	46	28	2	80	125	130	173	0.40	35.8	A0A3B6A2U7	A0A3B6A2U7_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_014266 {ECO:0000313|EMBL:KAF6998113.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6SIJ1|A0A3B6SIJ1_WHEAT	33.962	53	31	3	80	131	95	144	0.40	34.7	A0A3B6SIJ1	A0A3B6SIJ1_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_103486 {ECO:0000313|EMBL:KAF7102329.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
